Unnamed: 0,Site,Publication,Period,Lower_ context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude
1018,"Roma, Meta Sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96,192,Schoene-Mau 41,Aegean/Oriental,1.0,Antonine,1,200,https://pleiades.stoa.org/places/285857974,41.890169,12.492269
1019,"Roma, Meta Sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96,192,Dr 24,Aegean,1.0,Antonine,1,300,https://pleiades.stoa.org/places/285857974,41.890169,12.492269
1020,"Roma, Meta Sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96,192,Agora G198/Schoene Mau XIII,Cilicia,1.0,Antonine,75,200,https://pleiades.stoa.org/places/285857974,41.890169,12.492269
1021,"Roma, Meta Sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96,192,Agora M54,Cilicia,5.0,Antonine,50,180,https://pleiades.stoa.org/places/285857974,41.890169,12.492269
1022,"Roma, Meta Sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96,192,Agora G199/Schoene-Mau 27/28,Cyprus/Cilicia,1.0,Antonine,79,310,https://pleiades.stoa.org/places/285857974,41.890169,12.492269
1023,"Roma, Meta Sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96,192,Ostia II 522-523,Calabria/Sicilia,8.0,Antonine,50,200,https://pleiades.stoa.org/places/285857974,41.890169,12.492269
1024,"Roma, Meta Sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI/LI,96,192,Kapitan 1/2,Aegean/Oriental,1.0,Antonine,75,400,https://pleiades.stoa.org/places/285857974,41.890169,12.492269
1025,"Roma, Meta Sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",LR,-150,-1,Dr 1,Tyrrhenian Italy,1.0,Antonine,-150,-50,https://pleiades.stoa.org/places/285857974,41.890169,12.492269
1026,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 2-4_5,Tyrrhenian Italy,285.0,Nero,-70,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1027,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 21-22,Tyrrhenian Italy,6.0,Nero,-25,100,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1028,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 6A,Adriatic Italy,17.0,Nero,-25,50,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1029,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 2-4_5,Adriatic Italy,2.0,Nero,-70,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1030,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Spello/Ostia II 521/ III 369-370,Italy - Tiber Valley,77.0,Nero,50,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1031,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Gauloise 3,Gaul,2.0,Nero,1,100,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1032,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 2-4_3,Gaul,2.0,Nero,-30,100,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1033,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Gauloise 4,Gaul,8.0,Nero,50,300,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1034,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Gauloise_5,Gaul,6.0,Nero,58,64,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1035,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Haltern 70,Baetica,39.0,Nero,-80,192,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1036,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 7-13,Baetica,65.0,Nero,-30,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1037,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 28,Baetica,1.0,Nero,1,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1038,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 20,Baetica,136.0,Nero,1,300,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1039,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 2-4_2,Tarraconesis,36.0,Nero,-25,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1040,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 2-4_6,Baetica,4.0,Nero,1,125,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1041,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 2-4_2,Spain,13.0,Nero,-25,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1042,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Beltran IIA,Baetica,3.0,Nero,10,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1043,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 14,Baetica,2.0,Nero,50,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1044,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 14 similis,Lusitania,1.0,Nero,50,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1045,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Baetican_3,Baetica,61.0,Nero,58,64,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1046,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Spanish_3,Spain,1.0,Nero,58,64,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1047,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Tripolitana I,Tripolitania,1.0,Nero,1,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1048,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Tripolitana ,Tripolitania,4.0,Nero,1,440,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1049,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Van der Werff,Africa,3.0,Nero,-225,100,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1050,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Neopunica,Africa,7.0,Nero,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1051,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 2-4_1,Africa,1.0,Nero,-25,100,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1052,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Schoene-Mau 35,Africa,27.0,Nero,30,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1053,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Ostia LIX,Africa,1.0,Nero,50,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1054,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,African_4,Africa,9.0,Nero,58,64,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1055,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 2-4/Pompeii 5,Egypt,1.0,Nero,-25,250,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1056,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Egyptian_3,Egypt,2.0,Nero,58,64,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1057,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Schoene-Mau 15,Orient,3.0,Nero,-10,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1058,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Kingsholm 117,Orient,1.0,Nero,50,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1059,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Syro-Palestinian_1,Orient,1.0,Nero,58,64,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1060,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Agora F65-66,Anatolia,11.0,Nero,-50,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1061,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 25,Aegean/Oriental,2.0,Nero,-25,100,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1062,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Camulodunum 184,Aegean,65.0,Nero,-25,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1063,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,AC3,Aegean,1.0,Nero,1,250,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1064,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 43_1,Aegean,44.0,Nero,1,250,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1065,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,AC1,Aegean,16.0,Nero,1,350,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1066,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Schoene-Mau 5,Cilicia,1.0,Nero,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1067,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Schoene-Mau 38,Aegean,3.0,Nero,-200,125,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1068,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 2-4,Aegean/Oriental,20.0,Nero,-100,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1069,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 2-4,Aegean,2.0,Nero,-100,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1070,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Pompeii 6,Aegean,3.0,Nero,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1071,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Schoene-Mau 41,Aegean/Oriental,13.0,Nero,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1072,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Agora G199/Schoene-Mau 27/28,Cyprus/Cilicia,1.0,Nero,79,310,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1073,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Dr 24,Aegean,1.0,Nero,1,300,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1074,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Agora G198/Schoene Mau XIII,Cilicia,2.0,Nero,75,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1075,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Agora M54,Cilicia,1.0,Nero,50,180,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1076,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Aegean/Oriental_2,Aegean/Oriental,5.0,Nero,58,64,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1077,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,54,68,Ostia II 522-523,Calabria/Sicilia,70.0,Nero,50,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1078,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",LR,54,68,Dr 1,Tyrrhenian Italy,56.0,Nero,-150,-50,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1079,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",LR,54,68,Brindisi,Tyrrhenian Italy,8.0,Nero,-125,-25,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1080,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",LR,54,68,Lamb.2,Adriatic Italy,1.0,Nero,-200,-25,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1081,"Roma, Meta Sudans, Via Nova","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",LR,54,68,Richborough 527,Tyrrhenian Italy,2.0,Nero,-25,125,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1082,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",LR/EI,-100,50,Lamb.2/Dr 6,Adriatic Italy,1.0,,-200,150,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1083,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,20.0,,-70,225,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1084,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Dr 2-4_5,Adriatic Italy,1.0,,-70,225,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1085,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Dr 21-22,Tyrrhenian Italy,1.0,,-25,100,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1086,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Spello/Ostia II 521/ III 369-370,Italy - Tiber Valley,20.0,,50,200,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1087,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Forlimpopoli,Adriatic Italy,1.0,,-25,300,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1088,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Keay 52,Calabria/Sicilia,5.0,,350,700,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1089,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Haltern 70,Baetica,1.0,,-80,192,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1090,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Dr 20,Baetica,5.0,,1,300,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1091,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Dr 2-4_6,Baetica,5.0,,1,125,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1092,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Dr 14,Baetica,1.0,,50,225,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1093,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Beltran IIA,Baetica,3.0,,10,150,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1094,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Baetican_1,Baetica,3.0,,1,300,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1095,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Dr 2-4_2,Tarraconesis,6.0,,-25,200,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1096,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Dr 14 similis,Lusitania,4.0,,50,225,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1097,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Gauloise 4,Gaul,5.0,,50,300,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1098,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Schoene-Mau 35,Africa,8.0,,30,225,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1099,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Tripolitana III,Tripolitania,1.0,,209,440,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1100,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Dr 30,Africa,3.0,,200,400,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1101,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Neopunica,Africa,1.0,,1,200,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1102,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Ostia XXIII/LIX,Africa,1.0,,50,150,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1103,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Tunisian,Africa,6.0,,1,200,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1104,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Dr 2-4,Aegean,4.0,,-100,200,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1105,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Camulodunum 184,Aegean,1.0,,-25,150,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1106,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Aegean,Aegean,15.0,,1,200,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1107,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,AC3,Aegean,1.0,,1,250,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1108,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Dr 43_1,Aegean,2.0,,1,250,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
