,Unnamed: 0,Site,Publication,Period,Lower_ context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,site,Grouped_sites,Site_type,Site_notes,Amphora_type_main,amphora_type,problems,content,Amphora_type_notes
763,762,"Padova, Via Gattamellata","Cipriano S., Mazzocchin S., Pastore P. 1998: ‘Padova. Tre casi in aree a diversa funzionalita’, in S. Pesavento Mattioli ed., Bonifiche e drenaggi con anfore in epoca romana: aspetti tecnici e topografici (Atti del seminario di studi, Padova, 19-20 ottobre 1995, Materiali d'archeologia 3), Modena, p. 161-174.",LR,50,100,Lamb.2,Adriatic Italy,38.0,50-100 AD,-200,-25,https://pleiades.stoa.org/places/393473,45.409561,11.876975,"Padova, Via Gattamellata",Padova,urban,outside of the ancient city,Lamb.2,Lamb.2,,wine,evidence from Marague des Giennes
764,763,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",EI,1,200,Dr 6B,Adriatic Italy,1.0,Battisterio di Padova,1,150,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,Dr 6B,Dr 6B,,olive oil,
765,764,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",EI,1,200,Camulodunum 184,Rhodes,1.0,Battisterio di Padova,-25,150,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,Camulodunum 184,Camulodunum 184,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,
766,765,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",EI,1,200,collo ad imbuto,Adriatic Italy,1.0,Battisterio di Padova,1,250,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,collo ad imbuto,collo ad imbuto,,unknown,
767,766,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",EI,1,200,AfricanaIIA,Africa,1.0,Battisterio di Padova,150,300,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,AfricanaIIA,AfricanaIIA,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document"
768,767,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",LI,300,700,spatheia,Africa,1.0,Battisterio di Padova,375,700,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,spatheia,spatheia,,unknown,
769,768,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",LI,300,700,Keay 52,Calabria/Sicilia,3.0,Battisterio di Padova,350,700,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,Keay 52,Keay 52,,wine,
770,769,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",LI,300,700,Keay 27,Africa,1.0,Battisterio di Padova,350,500,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,Keay 27,Keay 27,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document
771,770,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",LI,300,700,Keay 25,Africa,1.0,Battisterio di Padova,300,450,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,Keay 25,Keay 25,,unknown,
772,771,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",LI,300,700,Keay 57,Africa,2.0,Battisterio di Padova,450,500,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,Keay 57,Keay 57,,olive oil,
773,772,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",LI,300,700,Keay 35,Africa,2.0,Battisterio di Padova,400,500,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,Keay 35,Keay 35,,unknown,
774,773,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",LI,300,700,Keay 62,Africa,3.0,Battisterio di Padova,475,625,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,Keay 62,Keay 62,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document
775,774,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",LI,300,700,Keay 61,Africa,1.0,Battisterio di Padova,450,700,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,Keay 61,Keay 61,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document
776,775,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",LI,300,700,Keay 34,Africa,1.0,Battisterio di Padova,475,700,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,Keay 34,Keay 34,,unknown,
777,776,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",LI,300,700,MR18/Dr 24,Pergamon,1.0,Battisterio di Padova,1,300,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,MR18/Dr 24,MR18/Dr 24,,olive oil,
778,777,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",LI,300,700,LRA1,Orient,6.0,Battisterio di Padova,250,650,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,LRA1,LRA1,,wine,"Piéri (2005), visible pitch-lining"
779,778,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",LI,300,700,LRA3,Anatolia,2.0,Battisterio di Padova,375,600,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,LRA3,LRA3,,wine,"the same as predecessor, Agora F65-66"
780,779,Padua,"Ganzarolli G. 2015: ‘Le anfore tardoantiche e altomedievali dal contesto del Battisero di Padova’, Archeologia Veneta 28, p. 80-127.",LI,300,700,LRA4,Gaza,14.0,Battisterio di Padova,400,700,https://pleiades.stoa.org/places/393473,45.409561,11.876975,Padua,Padova,urban,Baptisterium within the ancient city,LRA4,LRA4,,wine,"olive and sesame oil suggested by Rothschild-Boros, 1981; Passi et al, 1981, but it needs confirmation"
781,780,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Dr 43_1,Aegean,5.0,,1,250,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Dr 43,Dr 43,,wine,
782,781,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,9.0,,-70,225,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Dr 2-4,Dr 2-4,,wine,
783,782,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Dr 2-4_2,Tarraconesis,2.0,,-25,200,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Dr 2-4,Dr 2-4,,wine,
784,783,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Dr 2-4_1,Aegean,2.0,,-25,100,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Dr 2-4,Dr 2-4,,wine,
785,784,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Dr 2-4_7,unknown,2.0,,1,200,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Dr 2-4,Dr 2-4,,wine,
786,785,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Schoene-Mau 41,Aegean/Oriental,3.0,,1,200,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Schoene-Mau 41,Schoene-Mau 41,,wine,
787,786,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,AC1,Aegean,3.0,,1,350,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,AC1,AC1,,wine,
788,787,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Camulodunum 184,Aegean,3.0,,-25,150,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Camulodunum 184,Camulodunum 184,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,
789,788,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Agora G198/Schoene Mau XIII,Orient,3.0,,75,200,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Agora G198/Schoene Mau XIII,,,,
790,789,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Dr 21-22,Italy,1.0,,-25,100,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Dr 21-22,Dr 21-22,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false
791,790,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Dr 7-11,Baetica,6.0,,-30,96,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Dr 7-11,Dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
792,791,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,African,Africa,4.0,,1,200,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,African,African,merge with Africana,unknown,
793,792,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Dr 20,Baetica,2.0,,1,300,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Dr 20,Dr 20,,olive oil,
794,793,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Schoene-Mau 15,Aegean/Oriental,2.0,,-10,200,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Schoene-Mau 15,Schoene-Mau 15,,fruits,
795,794,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Agora F65-66,Anatolia,3.0,,-50,400,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Agora F65-66,Agora F65-66,,wine,"Panell, Rizzo 2014, 390"
796,795,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Dr 24,Aegean/Oriental,4.0,,1,300,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Dr 24,Dr 24,,olive oil,"Panella, Rizzo 2014, 90, tab. 7"
797,796,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Tripolitana ,Tripolitania,11.0,,1,440,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Tripolitana ,Tripolitana ,,unknown,
798,797,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",EI,1,200,Haltern 70,Baetica,1.0,,-80,192,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Haltern 70,Haltern 70,,defrutum,
799,798,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",LR,-150,-1,Greco-Ital,Italy,3.0,,-350,-150,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Greco-Ital,Greco-Ital,,wine,
800,799,"Palazzo Corigliano, Naples","Bragantini I, Cipriano M.T., Improta P., Anfore, Ricerche archeologiche a Napoli. Lo scavo di Palazzo Corigliano, I. Bragantini (ed.), Archeologia e storia antica no. 7, 1991, pp. 88-103",LR/EI,-100,50,Pascual 1,Tarraconesis,1.0,,-50,79,https://pleiades.stoa.org/places/433014,40.839995,14.25287,"Palazzo Corigliano, Naples",Naples,urban,,Pascual 1,Pascual 1,,wine,
801,800,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,2.0,,-70,225,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,Dr 2-4,Dr 2-4,,wine,
802,801,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",EI/LI,200,400,AfricanaI,Africa,7.0,,150,400,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,AfricanaI,AfricanaI,,olive oil,
803,802,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",EI/LI,200,400,AfricanaIIC-D,Africa,8.0,,150,400,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,AfricanaIIC-D,AfricanaIIC-D,,unknown,https://halshs.archives-ouvertes.fr/halshs-03506183/document
804,803,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",EI/LI,200,400,Tripolitana III,Tripolitania,1.0,,209,440,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,Tripolitana III,Tripolitana III,,olive oil,
805,804,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LI,300,700,AfricanaIII,Africa,8.0,,275,450,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,AfricanaIII,AfricanaIII,,unknown,https://halshs.archives-ouvertes.fr/halshs-03506183/document
806,805,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LI,300,700,spatheia,Africa,5.0,,375,700,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,spatheia,spatheia,,unknown,
807,806,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LI,300,700,Keay 38,Africa,1.0,,300,700,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,Keay 38,Keay 38,,unknown,
808,807,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LI,300,700,Keay 56,Africa,3.0,,475,550,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,Keay 56,Keay 56,,olive oil,
809,808,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LI,300,700,Keay 62,Africa,1.0,,475,625,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,Keay 62,Keay 62,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document
810,809,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LI,300,700,Keay 61,Africa,1.0,,450,700,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,Keay 61,Keay 61,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document
811,810,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LI,300,700,LRA1,Orient,1.0,,250,650,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,LRA1,LRA1,,wine,"Piéri (2005), visible pitch-lining"
812,811,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LI,300,700,Keay 52,Calabria/Sicilia,11.0,,350,700,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,Keay 52,Keay 52,,wine,
813,812,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LI,300,700,fondo piatto,Calabria/Sicilia,3.0,,300,700,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,fondo piatto,fondo piatto,,wine,
814,813,"Paola, S. Agata-Despar","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LI,300,700,Almagro 51C,Lusitania,2.0,,200,500,,39.360882,16.040560,"Paola, S. Agata-Despar",Paola,rural,,Almagro 51C,Almagro 51C,,fish sauce,
815,814,"Paola, Villa Romana di contrada Cutura","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,4.0,,-70,225,,39.360882,16.040560,"Paola, Villa Romana di contrada Cutura",Paola,rural,,Dr 2-4,Dr 2-4,,wine,
816,815,"Paola, Villa Romana di contrada Cutura","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",EI,1,200,Campanian almond-rim,Tyrrhenian Italy,2.0,,200,350,,39.360882,16.040560,"Paola, Villa Romana di contrada Cutura",Paola,rural,,Campanian almond-rim,Campanian almond-rim,,wine,
817,816,"Paola, Villa Romana di contrada Cutura","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",EI,1,200,Dr 2-4,Aegean,1.0,,-100,200,,39.360882,16.040560,"Paola, Villa Romana di contrada Cutura",Paola,rural,,Dr 2-4,Dr 2-4,,wine,
818,817,"Paola, Villa Romana di contrada Cutura","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",EI,1,200,Ostia XXIII,Africa,1.0,,50,150,,39.360882,16.040560,"Paola, Villa Romana di contrada Cutura",Paola,rural,,Ostia XXIII,Ostia XXIII,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document
819,818,"Paola, Villa Romana di contrada Cutura","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",EI/LI,200,400,AfricanaI,Africa,1.0,,150,400,,39.360882,16.040560,"Paola, Villa Romana di contrada Cutura",Paola,rural,,AfricanaI,AfricanaI,,olive oil,
820,819,"Paola, Villa Romana di contrada Cutura","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LI,300,700,Dr 30,Africa,1.0,,200,400,,39.360882,16.040560,"Paola, Villa Romana di contrada Cutura",Paola,rural,,Dr 30,Dr 30,,wine,
821,820,"Paola, Villa Romana di contrada Cutura","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LR,-150,-1,Dr 1,Tyrrhenian Italy,3.0,,-150,-50,,39.360882,16.040560,"Paola, Villa Romana di contrada Cutura",Paola,rural,,Dr 1,Dr 1,,wine,
822,821,"Paola, Villa Romana di contrada Cutura","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LR,-150,-1,Lamb.2,Adriatic Italy,1.0,,-200,-25,,39.360882,16.040560,"Paola, Villa Romana di contrada Cutura",Paola,rural,,Lamb.2,Lamb.2,,wine,evidence from Marague des Giennes
823,822,"Paola, Villa Romana di contrada Cutura","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LR,-150,-1,Lamb.2/Dr 1,Adriatic Italy,1.0,,-200,-25,,39.360882,16.040560,"Paola, Villa Romana di contrada Cutura",Paola,rural,,Lamb.2/Dr 1,Lamb.2/Dr 1,,wine,evidence from Marague des Giennes
824,823,"Paola, Villa Romana di contrada Cutura","Tosti T., 2014 Le anfore dagli scavi di Paola (CS), MA thesis Universita della Calabria",LR/EI,-100,50,Dr 21-22,Tyrrhenian Italy,1.0,,-25,100,,39.360882,16.040560,"Paola, Villa Romana di contrada Cutura",Paola,rural,,Dr 21-22,Dr 21-22,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false
825,824,Polesine,"Toniolo A. 1987: ‘I contenitori da trasporto di epoca romana nel Polesine di Rovigno’, Archeologia Veneta 10, p. 87-128.",EI,1,200,Brindisi,Adriatic Italy,2.0,,-125,-25,,44.9992,11.751050,Polesine,Polesine,rural,,Brindisi,Brindisi,merge with Ovoide di Brindisi,olive oil,
826,825,Polesine,"Toniolo A. 1987: ‘I contenitori da trasporto di epoca romana nel Polesine di Rovigno’, Archeologia Veneta 10, p. 87-128.",EI,1,200,Dr 6A,Adriatic Italy,22.0,,-25,50,,44.9992,11.751050,Polesine,Polesine,rural,,Dr 6A,Dr 6A,,wine,
827,826,Polesine,"Toniolo A. 1987: ‘I contenitori da trasporto di epoca romana nel Polesine di Rovigno’, Archeologia Veneta 10, p. 87-128.",EI,1,200,Dr 6B,Adriatic Italy,20.0,,1,150,,44.9992,11.751050,Polesine,Polesine,rural,,Dr 6B,Dr 6B,,olive oil,
828,827,Polesine,"Toniolo A. 1987: ‘I contenitori da trasporto di epoca romana nel Polesine di Rovigno’, Archeologia Veneta 10, p. 87-128.",EI,1,200,Dr 7-13,Baetica,6.0,,-30,150,,44.9992,11.751050,Polesine,Polesine,rural,,Dr 7-13,Dr 7-13,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
829,828,Polesine,"Toniolo A. 1987: ‘I contenitori da trasporto di epoca romana nel Polesine di Rovigno’, Archeologia Veneta 10, p. 87-128.",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,8.0,,-70,225,,44.9992,11.751050,Polesine,Polesine,rural,,Dr 2-4,Dr 2-4,,wine,
830,829,Polesine,"Toniolo A. 1987: ‘I contenitori da trasporto di epoca romana nel Polesine di Rovigno’, Archeologia Veneta 10, p. 87-128.",EI,1,200,Dr 43_1,Crete,10.0,,1,250,,44.9992,11.751050,Polesine,Polesine,rural,,Dr 43,Dr 43,,wine,
831,830,Polesine,"Toniolo A. 1987: ‘I contenitori da trasporto di epoca romana nel Polesine di Rovigno’, Archeologia Veneta 10, p. 87-128.",EI,1,200,Dr 20,Baetica,4.0,,1,300,,44.9992,11.751050,Polesine,Polesine,rural,,Dr 20,Dr 20,,olive oil,
832,831,Polesine,"Toniolo A. 1987: ‘I contenitori da trasporto di epoca romana nel Polesine di Rovigno’, Archeologia Veneta 10, p. 87-128.",EI,1,200,Gauloise 4,Gaul,1.0,,50,300,,44.9992,11.751050,Polesine,Polesine,rural,,Gauloise 4,Gauloise 4,,wine,
