,site_number,RAAD_type_number,RAAD_form,origin,contents,southampton_type_number,frequency,origin_h1,origin_h2,raad_type_start_date,raad_type_end_date,site_name_modern,site_name_acient,modern_country,roman_province,pleiades,dare,vici,lat,long,major_site_type,minor_site_type,site_start_date,site_end_date,quantification_method,quantification_abbreviation,total_assemblage_size,reference
689,50,206,urceus,iberian peninsula guadalquivir,wine,,1,iberianpeninsula,guadalquivir,,,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
690,50,208,dressel 14,iberian peninsula lusitania,fish sauce,64,1,iberianpeninsula,lusitania,-50.0,200.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
691,50,210,dressel 14 ancient,iberian peninsula lusitania,fish sauce,64,1,iberianpeninsula,lusitania,-50.0,200.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
692,50,212,salazones,iberian peninsula lusitania,fish sauce,,1,iberianpeninsula,lusitania,,,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
693,50,213,unknown,iberian peninsula lusitania,unknown,,1,iberianpeninsula,lusitania,,,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
694,50,214,dressel 10,iberian peninsula marismas,fish sauce,62,1,iberianpeninsula,marismas,1.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
695,50,215,dressel 12,iberian peninsula marismas,fish sauce,64,1,iberianpeninsula,marismas,-50.0,200.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
696,50,216,dressel 7,iberian peninsula marismas,fish sauce,97,1,iberianpeninsula,marismas,-30.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
697,50,217,dressel 711,iberian peninsula marismas,fish sauce,"97, 98, 99, 62, or 63",6,iberianpeninsula,marismas,-30.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
698,50,218,dressel 8,iberian peninsula marismas,fish sauce,98,1,iberianpeninsula,marismas,-15.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
699,50,219,dressel 9,iberian peninsula marismas,fish sauce,99,1,iberianpeninsula,marismas,1.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
700,50,220,haltern 70,iberian peninsula marismas,defrutum or olives,127,6,iberianpeninsula,marismas,-80.0,200.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
701,50,221,unknown,iberian peninsula marismas,unknown,,3,iberianpeninsula,marismas,,,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
702,50,223,anfore saumure,iberian peninsula south,fish sauce,23,1,iberianpeninsula,south,1.0,100.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
703,50,224,beltran iia pelichet 46,iberian peninsula south,fish sauce,43,1,iberianpeninsula,south,10.0,150.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
704,50,226,dressel 10,iberian peninsula south,fish sauce,62,1,iberianpeninsula,south,1.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
705,50,229,dressel 11,iberian peninsula south,fish sauce,63,1,iberianpeninsula,south,1.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
706,50,230,dressel 12,iberian peninsula south,fish sauce,64,1,iberianpeninsula,south,-50.0,200.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
707,50,233,dressel 24,iberian peninsula south,wine,71,1,iberianpeninsula,south,-30.0,150.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
708,50,235,dressel 7,iberian peninsula south,fish sauce,97,4,iberianpeninsula,south,-30.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
709,50,236,dressel 711,iberian peninsula south,fish sauce,"97, 98, 99, 62, or 63",20,iberianpeninsula,south,-30.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
710,50,238,dressel 78,iberian peninsula south,fish sauce,97 or 98,1,iberianpeninsula,south,-30.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
711,50,240,dressel 8,iberian peninsula south,fish sauce,98,8,iberianpeninsula,south,-15.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
712,50,241,dressel 89,iberian peninsula south,fish sauce,98 or 99,1,iberianpeninsula,south,-15.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
713,50,242,dressel 9,iberian peninsula south,fish sauce,99,4,iberianpeninsula,south,1.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
714,50,243,dressel 910,iberian peninsula south,fish sauce,99 or 62,1,iberianpeninsula,south,1.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
715,50,245,haltern 70,iberian peninsula south,defrutum or olives,127,1,iberianpeninsula,south,-80.0,200.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
716,50,248,pompeii vii vindonissa 586,iberian peninsula south,fish sauce,98,1,iberianpeninsula,south,-15.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
717,50,249,unknown,iberian peninsula south,unknown,,75,iberianpeninsula,south,,,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
718,50,250,urceus,iberian peninsula south,wine,,1,iberianpeninsula,south,-20.0,37.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
719,50,251,urceus 2,iberian peninsula south,wine,,1,iberianpeninsula,south,-20.0,37.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
720,50,252,urceus 3,iberian peninsula south,wine,,1,iberianpeninsula,south,-20.0,37.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
721,50,253,dressel 711,iberian peninsula south,fish sauce,"97, 98, 99, 62, or 63",1,iberianpeninsula,south,-30.0,75.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
722,50,256,dressel 24,iberian peninsula tarraconensis,wine,72,3,iberianpeninsula,tarraconensis,-30.0,150.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
723,50,258,oberaden 74,iberian peninsula tarraconensis,wine,,2,iberianpeninsula,tarraconensis,-20.0,37.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
724,50,259,pascual 1,iberian peninsula tarraconensis,wine,185,8,iberianpeninsula,tarraconensis,-50.0,100.0,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
725,50,260,unknown,iberian peninsula tarraconensis,unknown,,11,iberianpeninsula,tarraconensis,,,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
726,50,264,dolium,unknown,unknown,,1,unknown,,,,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
727,50,265,dressel 24,unknown,wine,,1,unknown,,,,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
728,50,267,unknown,unknown,unknown,,6,unknown,,,,nijmegen kops plateau,batavodurum,netherlands,germania inferior,98921.0,,,51.842865788,5.854620562,military,legion,-12,69,minimum number of individuals,mni,949,carreras monfort c and berg j van den eds 2017 amphorae from the kops plateau nijmegen trade and supply to the lowerrhineland from the augustan period to ad 6970 archaeopress roman archaeology 20 oxford
729,24,19,dressel 43,em crete,wine,93,1,em,crete,1.0,250.0,grand,andesina,france,germania superior,114765.0,,,48.385413715,5.484963602,villa,villa,1,400,minimum number of individuals,mni,95,baudoux j 1996 les amphores du nordest de la gaule territoire franáais contribution líhistoire de líèconomie provinciale sous líempire romain documents díarchèologie franáaise 52 paris
730,24,31,camulodunum 184rhodian,em rhodes,wine,198,2,em,rhodes,-25.0,150.0,grand,andesina,france,germania superior,114765.0,,,48.385413715,5.484963602,villa,villa,1,400,minimum number of individuals,mni,95,baudoux j 1996 les amphores du nordest de la gaule territoire franáais contribution líhistoire de líèconomie provinciale sous líempire romain documents díarchèologie franáaise 52 paris
731,24,45,gauloise 1,gaul,wine,105,1,gaul,,1.0,300.0,grand,andesina,france,germania superior,114765.0,,,48.385413715,5.484963602,villa,villa,1,400,minimum number of individuals,mni,95,baudoux j 1996 les amphores du nordest de la gaule territoire franáais contribution líhistoire de líèconomie provinciale sous líempire romain documents díarchèologie franáaise 52 paris
732,24,49,gauloise 3,gaul,wine,115,1,gaul,,1.0,100.0,grand,andesina,france,germania superior,114765.0,,,48.385413715,5.484963602,villa,villa,1,400,minimum number of individuals,mni,95,baudoux j 1996 les amphores du nordest de la gaule territoire franáais contribution líhistoire de líèconomie provinciale sous líempire romain documents díarchèologie franáaise 52 paris
733,24,52,gauloise 4 pelichet 47,gaul,wine,116,29,gaul,,50.0,300.0,grand,andesina,france,germania superior,114765.0,,,48.385413715,5.484963602,villa,villa,1,400,minimum number of individuals,mni,95,baudoux j 1996 les amphores du nordest de la gaule territoire franáais contribution líhistoire de líèconomie provinciale sous líempire romain documents díarchèologie franáaise 52 paris
734,24,72,dressel 9 sim,gaul lyon,fish sauce,100,3,gaul,lyon,1.0,100.0,grand,andesina,france,germania superior,114765.0,,,48.385413715,5.484963602,villa,villa,1,400,minimum number of individuals,mni,95,baudoux j 1996 les amphores du nordest de la gaule territoire franáais contribution líhistoire de líèconomie provinciale sous líempire romain documents díarchèologie franáaise 52 paris
735,24,135,dressel 24,italy,wine,78,5,italy,,-70.0,200.0,grand,andesina,france,germania superior,114765.0,,,48.385413715,5.484963602,villa,villa,1,400,minimum number of individuals,mni,95,baudoux j 1996 les amphores du nordest de la gaule territoire franáais contribution líhistoire de líèconomie provinciale sous líempire romain documents díarchèologie franáaise 52 paris
736,24,196,dressel 20,iberian peninsula guadalquivir,olive oil,81,49,iberianpeninsula,guadalquivir,15.0,265.0,grand,andesina,france,germania superior,114765.0,,,48.385413715,5.484963602,villa,villa,1,400,minimum number of individuals,mni,95,baudoux j 1996 les amphores du nordest de la gaule territoire franáais contribution líhistoire de líèconomie provinciale sous líempire romain documents díarchèologie franáaise 52 paris
737,24,224,beltran iia pelichet 46,iberian peninsula south,fish sauce,43,1,iberianpeninsula,south,10.0,150.0,grand,andesina,france,germania superior,114765.0,,,48.385413715,5.484963602,villa,villa,1,400,minimum number of individuals,mni,95,baudoux j 1996 les amphores du nordest de la gaule territoire franáais contribution líhistoire de líèconomie provinciale sous líempire romain documents díarchèologie franáaise 52 paris
738,24,267,unknown,unknown,unknown,,3,unknown,,,,grand,andesina,france,germania superior,114765.0,,,48.385413715,5.484963602,villa,villa,1,400,minimum number of individuals,mni,95,baudoux j 1996 les amphores du nordest de la gaule territoire franáais contribution líhistoire de líèconomie provinciale sous líempire romain documents díarchèologie franáaise 52 paris
739,27,19,dressel 43,em crete,wine,93,1,em,crete,1.0,250.0,heldenbergen,nan,germany,germania superior,118873.0,,,50.239601003,8.865685994,military,fortlet,83,260,maximum number of individuals,max,385,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
740,27,52,gauloise 4 pelichet 47,gaul,wine,116,107,gaul,,50.0,300.0,heldenbergen,nan,germany,germania superior,118873.0,,,50.239601003,8.865685994,military,fortlet,83,260,maximum number of individuals,max,385,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
741,27,72,dressel 9 sim,gaul lyon,fish sauce,100,1,gaul,lyon,1.0,100.0,heldenbergen,nan,germany,germania superior,118873.0,,,50.239601003,8.865685994,military,fortlet,83,260,maximum number of individuals,max,385,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
742,27,81,lyon 4augst 17,gaul lyon,fish sauce or defrutum,31,3,gaul,lyon,1.0,200.0,heldenbergen,nan,germany,germania superior,118873.0,,,50.239601003,8.865685994,military,fortlet,83,260,maximum number of individuals,max,385,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
743,27,105,dressel 20 sim,germania rhineland,unknown,,8,germania,rhineland,150.0,250.0,heldenbergen,nan,germany,germania superior,118873.0,,,50.239601003,8.865685994,military,fortlet,83,260,maximum number of individuals,max,385,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
744,27,106,flat bottom niederbieber 7475,germania rhineland,unknown,,23,germania,rhineland,100.0,250.0,heldenbergen,nan,germany,germania superior,118873.0,,,50.239601003,8.865685994,military,fortlet,83,260,maximum number of individuals,max,385,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
745,27,135,dressel 24,italy,wine,78,2,italy,,-70.0,200.0,heldenbergen,nan,germany,germania superior,118873.0,,,50.239601003,8.865685994,military,fortlet,83,260,maximum number of individuals,max,385,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
746,27,196,dressel 20,iberian peninsula guadalquivir,olive oil,81,237,iberianpeninsula,guadalquivir,15.0,265.0,heldenbergen,nan,germany,germania superior,118873.0,,,50.239601003,8.865685994,military,fortlet,83,260,maximum number of individuals,max,385,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
747,27,236,dressel 711,iberian peninsula south,fish sauce,"97, 98, 99, 62, or 63",1,iberianpeninsula,south,-30.0,75.0,heldenbergen,nan,germany,germania superior,118873.0,,,50.239601003,8.865685994,military,fortlet,83,260,maximum number of individuals,max,385,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
748,27,267,unknown,unknown,unknown,,2,unknown,,,,heldenbergen,nan,germany,germania superior,118873.0,,,50.239601003,8.865685994,military,fortlet,83,260,maximum number of individuals,max,385,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
749,30,19,dressel 43,em crete,wine,93,1,em,crete,1.0,250.0,hofheim vicus,nan,germany,germania superior,109047.0,,,50.085237086,8.449515873,settlement,vicus,110,260,maximum number of individuals,max,190,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
750,30,37,augst 3334,gaul,fish sauce,32 or 34,2,gaul,,50.0,200.0,hofheim vicus,nan,germany,germania superior,109047.0,,,50.085237086,8.449515873,settlement,vicus,110,260,maximum number of individuals,max,190,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
751,30,43,dressel 28,gaul,wine,88,1,gaul,,15.0,150.0,hofheim vicus,nan,germany,germania superior,109047.0,,,50.085237086,8.449515873,settlement,vicus,110,260,maximum number of individuals,max,190,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
752,30,52,gauloise 4 pelichet 47,gaul,wine,116,60,gaul,,50.0,300.0,hofheim vicus,nan,germany,germania superior,109047.0,,,50.085237086,8.449515873,settlement,vicus,110,260,maximum number of individuals,max,190,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
753,30,72,dressel 9 sim,gaul lyon,fish sauce,100,2,gaul,lyon,1.0,100.0,hofheim vicus,nan,germany,germania superior,109047.0,,,50.085237086,8.449515873,settlement,vicus,110,260,maximum number of individuals,max,190,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
754,30,85,unknown,gaul lyon,unknown,,2,gaul,lyon,,,hofheim vicus,nan,germany,germania superior,109047.0,,,50.085237086,8.449515873,settlement,vicus,110,260,maximum number of individuals,max,190,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
755,30,106,flat bottom niederbieber 7475,germania rhineland,unknown,,2,germania,rhineland,100.0,250.0,hofheim vicus,nan,germany,germania superior,109047.0,,,50.085237086,8.449515873,settlement,vicus,110,260,maximum number of individuals,max,190,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
756,30,135,dressel 24,italy,wine,78,1,italy,,-70.0,200.0,hofheim vicus,nan,germany,germania superior,109047.0,,,50.085237086,8.449515873,settlement,vicus,110,260,maximum number of individuals,max,190,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
757,30,196,dressel 20,iberian peninsula guadalquivir,olive oil,81,117,iberianpeninsula,guadalquivir,15.0,265.0,hofheim vicus,nan,germany,germania superior,109047.0,,,50.085237086,8.449515873,settlement,vicus,110,260,maximum number of individuals,max,190,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
758,30,201,haltern 70,iberian peninsula guadalquivir,defrutum or olives,127,1,iberianpeninsula,guadalquivir,-80.0,200.0,hofheim vicus,nan,germany,germania superior,109047.0,,,50.085237086,8.449515873,settlement,vicus,110,260,maximum number of individuals,max,190,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
759,30,224,beltran iia pelichet 46,iberian peninsula south,fish sauce,43,1,iberianpeninsula,south,10.0,150.0,hofheim vicus,nan,germany,germania superior,109047.0,,,50.085237086,8.449515873,settlement,vicus,110,260,maximum number of individuals,max,190,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
760,74,19,dressel 43,em crete,wine,93,1,em,crete,1.0,250.0,voorburg,forum hadriani,netherlands,germania inferior,98918.0,,,52.076157999,4.362540999,settlement,civitas capital,47,270,minimum number of individuals,mni,113,van kerckhove j 2014 het romeinse aardewerk in m driessen and e besselsen eds voorburgarentsburg een romeinse havenstad tussen rijn en maas themata 7 amsterdam 321472
761,74,52,gauloise 4 pelichet 47,gaul,wine,116,39,gaul,,50.0,300.0,voorburg,forum hadriani,netherlands,germania inferior,98918.0,,,52.076157999,4.362540999,settlement,civitas capital,47,270,minimum number of individuals,mni,113,van kerckhove j 2014 het romeinse aardewerk in m driessen and e besselsen eds voorburgarentsburg een romeinse havenstad tussen rijn en maas themata 7 amsterdam 321472
762,74,96,gauloise 4 pelichet 47 sim,germania,unknown,,2,germania,,100.0,250.0,voorburg,forum hadriani,netherlands,germania inferior,98918.0,,,52.076157999,4.362540999,settlement,civitas capital,47,270,minimum number of individuals,mni,113,van kerckhove j 2014 het romeinse aardewerk in m driessen and e besselsen eds voorburgarentsburg een romeinse havenstad tussen rijn en maas themata 7 amsterdam 321472
763,74,97,low lands ware,germania,unknown,,1,germania,,,,voorburg,forum hadriani,netherlands,germania inferior,98918.0,,,52.076157999,4.362540999,settlement,civitas capital,47,270,minimum number of individuals,mni,113,van kerckhove j 2014 het romeinse aardewerk in m driessen and e besselsen eds voorburgarentsburg een romeinse havenstad tussen rijn en maas themata 7 amsterdam 321472
